user_id,profile_type,username,age,gender,height_cm,weight_kg,bmi,primary_goal,fitness_level,medical_conditions,injuries,sleep_hours_avg,sleep_quality,stress_level,water_intake_liters,equipment_available,diet_type,food_allergies,weekly_food_budget_usd,session_duration_min,is_edge_case,edge_case_name
477,standard_synthetic,synth_user_477,23,male,173,80.0,26.7,rehabilitation,intermediate,,,6.7,excellent,7,2.5,Bodyweight Only,omnivore,,99,60,False,
478,standard_synthetic,synth_user_478,29,male,183,70.5,21.1,maintenance,beginner,Pregnancy_T3,lower_back,5.4,poor,6,1.6,Dumbbells,omnivore,peanuts,80,45,False,
479,standard_synthetic,synth_user_479,37,female,172,56.0,18.9,fat_loss,intermediate,Asthma,wrist,6.1,good,7,3.9,"Barbell,Dumbbells,Pull-Up Bar",high_protein,gluten,197,90,False,
480,standard_synthetic,synth_user_480,43,male,169,70.2,24.6,rehabilitation,intermediate,Cardiac_Disease,,7.9,excellent,6,3.5,Resistance Bands,vegan,,139,60,False,
481,standard_synthetic,synth_user_481,46,male,183,98.4,29.4,fat_loss,intermediate,,,8.2,good,6,2.1,Bodyweight Only,high_protein,gluten,167,45,False,
482,standard_synthetic,synth_user_482,55,female,156,71.8,29.5,rehabilitation,advanced,,,7.3,excellent,7,2.0,Bodyweight Only,vegetarian,"gluten,soy",166,60,False,
483,standard_synthetic,synth_user_483,48,male,161,74.8,28.9,muscle_gain,beginner,"Osteoporosis,Hypertension",,8.3,excellent,1,2.0,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,102,30,False,
484,standard_synthetic,synth_user_484,36,male,188,63.1,17.9,endurance,intermediate,,,5.6,poor,3,2.8,Bodyweight Only,vegetarian,,129,30,False,
485,standard_synthetic,synth_user_485,31,male,174,79.4,26.2,maintenance,advanced,Cardiac_Disease,,5.8,excellent,5,2.0,Dumbbells,high_protein,,46,60,False,
486,standard_synthetic,synth_user_486,33,other,188,61.8,17.5,fat_loss,advanced,,,5.4,excellent,6,3.3,Resistance Bands,high_protein,,186,30,False,
487,standard_synthetic,synth_user_487,33,female,166,85.8,31.1,rehabilitation,beginner,Cardiac_Disease,,6.6,poor,4,3.7,Dumbbells,omnivore,,190,90,False,
488,standard_synthetic,synth_user_488,60,female,159,77.3,30.6,fat_loss,beginner,Knee_Arthritis,neck,7.0,good,7,2.6,Resistance Bands,vegan,"peanuts,dairy",159,20,False,
489,standard_synthetic,synth_user_489,19,female,159,74.8,29.6,endurance,beginner,Cardiac_Disease,,5.0,poor,3,2.3,Bodyweight Only,high_protein,dairy,148,20,False,
490,standard_synthetic,synth_user_490,53,male,170,92.1,31.9,muscle_gain,beginner,,,8.4,poor,3,2.2,Bodyweight Only,vegan,,49,20,False,
491,standard_synthetic,synth_user_491,35,other,164,66.5,24.7,endurance,advanced,,,5.2,poor,7,3.2,Bodyweight Only,vegetarian,dairy,183,20,False,
492,standard_synthetic,synth_user_492,42,male,167,101.8,36.5,endurance,beginner,,,9.0,good,4,3.2,"Barbell,Dumbbells,Pull-Up Bar",vegan,,54,30,False,
493,standard_synthetic,synth_user_493,28,other,157,65.5,26.6,muscle_gain,advanced,,,5.8,excellent,7,1.8,Dumbbells,vegetarian,,121,45,False,
494,standard_synthetic,synth_user_494,18,male,180,89.4,27.6,maintenance,advanced,,,7.5,poor,2,3.7,Bodyweight Only,omnivore,,183,60,False,
495,standard_synthetic,synth_user_495,52,male,191,67.7,18.6,muscle_gain,intermediate,"Pregnancy_T3,Cardiac_Disease",,5.7,good,8,1.7,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,179,60,False,
496,standard_synthetic,synth_user_496,50,female,195,79.2,20.8,fat_loss,advanced,,,8.0,poor,5,2.1,Bodyweight Only,vegan,,188,20,False,
497,standard_synthetic,synth_user_497,26,male,178,82.4,26.0,muscle_gain,advanced,,,7.4,excellent,6,1.8,Resistance Bands,vegetarian,,163,60,False,
498,standard_synthetic,synth_user_498,36,other,156,57.6,23.7,muscle_gain,advanced,Pregnancy_T3,,7.8,fair,10,3.7,Resistance Bands,vegan,,143,20,False,
499,standard_synthetic,synth_user_499,49,male,159,102.9,40.7,muscle_gain,advanced,,shoulder,7.2,fair,4,2.8,Bodyweight Only,high_protein,,109,30,False,
500,standard_synthetic,synth_user_500,30,other,170,65.8,22.8,muscle_gain,intermediate,Osteoporosis,,8.4,excellent,2,3.9,Resistance Bands,high_protein,,126,30,False,
501,standard_synthetic,edge_user_501,68,female,182,69.2,20.9,endurance,intermediate,Hypertension,neck,8.4,good,10,2.8,Dumbbells,omnivore,,127,30,True,Elderly Hypertension
502,standard_synthetic,edge_user_502,31,female,173,63.8,21.3,muscle_gain,beginner,Pregnancy_T3,,5.0,good,8,2.5,Bodyweight Only,high_protein,dairy,125,60,True,Third Trimester Pregnancy
503,standard_synthetic,edge_user_503,42,female,172,135.0,45.6,muscle_gain,intermediate,Knee_Arthritis,,8.8,good,9,3.3,Resistance Bands,vegetarian,,196,60,True,Severe Obesity
504,standard_synthetic,edge_user_504,22,female,168,41.0,14.5,fat_loss,intermediate,"Pregnancy_T3,Cardiac_Disease",,7.4,fair,5,2.1,Dumbbells,vegetarian,,59,20,True,Anorexia Refusal Risk
505,standard_synthetic,edge_user_505,26,other,180,77.7,24.0,endurance,advanced,"Diabetes_T2,Osteoporosis",shoulder,7.8,excellent,10,2.3,"Barbell,Dumbbells",vegetarian,,57,90,True,Athlete Shoulder Injury
506,standard_synthetic,edge_user_506,38,female,172,79.4,26.8,endurance,beginner,Diabetes_T2,,8.1,excellent,9,2.5,Resistance Bands,high_protein,"soy,peanuts",73,90,True,Diabetic Marathon Runner
507,standard_synthetic,edge_user_507,29,female,163,56.3,21.2,muscle_gain,beginner,,neck,5.8,fair,4,2.1,Bodyweight Only,vegetarian,"peanuts,dairy",190,90,True,Vegetarian Peanut Allergy
508,standard_synthetic,edge_user_508,45,male,165,63.6,23.4,fat_loss,advanced,,,4.0,excellent,9,1.5,Resistance Bands,vegetarian,,200,20,True,Sleep Deprived Executive
509,standard_synthetic,edge_user_509,55,male,168,83.5,29.6,rehabilitation,intermediate,,"knee,lower_back",7.4,good,6,3.2,Resistance Bands,omnivore,"gluten,dairy",91,45,True,Surgery Recovery
510,standard_synthetic,edge_user_510,,other,,,23.0,fat_loss,advanced,"Pregnancy_T3,Glaucoma",,8.3,fair,1,3.0,Resistance Bands,vegan,,124,60,True,Missing Data Profile
511,standard_synthetic,edge_user_511,68,other,185,69.6,20.3,maintenance,beginner,Hypertension,lower_back,8.9,good,8,2.1,Bodyweight Only,high_protein,,186,30,True,Elderly Hypertension
512,standard_synthetic,edge_user_512,31,female,185,89.4,26.1,muscle_gain,advanced,Pregnancy_T3,,5.6,poor,3,2.7,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,170,60,True,Third Trimester Pregnancy
513,standard_synthetic,edge_user_513,42,male,172,135.0,45.6,fat_loss,beginner,Knee_Arthritis,,6.7,poor,3,3.8,Resistance Bands,high_protein,,101,30,True,Severe Obesity
514,standard_synthetic,edge_user_514,22,female,168,41.0,14.5,fat_loss,beginner,Asthma,wrist,8.7,poor,6,2.4,Bodyweight Only,low_carb,peanuts,141,30,True,Anorexia Refusal Risk
515,standard_synthetic,edge_user_515,26,male,162,73.1,27.9,muscle_gain,advanced,,shoulder,8.8,good,3,3.6,"Barbell,Dumbbells",low_carb,,30,45,True,Athlete Shoulder Injury
516,standard_synthetic,edge_user_516,38,male,189,68.5,19.2,endurance,advanced,Diabetes_T2,,7.4,fair,2,2.5,Bodyweight Only,omnivore,dairy,67,90,True,Diabetic Marathon Runner
517,standard_synthetic,edge_user_517,29,male,184,66.6,19.7,rehabilitation,intermediate,,,6.2,poor,5,4.0,Bodyweight Only,vegetarian,"peanuts,dairy",156,45,True,Vegetarian Peanut Allergy
518,standard_synthetic,edge_user_518,45,other,158,89.2,35.7,fat_loss,beginner,,shoulder,4.0,excellent,9,4.0,Dumbbells,vegetarian,dairy,170,20,True,Sleep Deprived Executive
519,standard_synthetic,edge_user_519,55,female,185,89.6,26.2,rehabilitation,advanced,Glaucoma,"knee,lower_back",8.4,excellent,2,1.8,"Barbell,Dumbbells,Pull-Up Bar",omnivore,gluten,147,30,True,Surgery Recovery
520,standard_synthetic,edge_user_520,,other,,,23.1,fat_loss,advanced,,,7.6,good,10,1.8,Dumbbells,high_protein,,139,30,True,Missing Data Profile
521,standard_synthetic,edge_user_521,68,male,177,103.8,33.1,endurance,beginner,Hypertension,,7.5,excellent,4,1.6,Dumbbells,high_protein,"gluten,soy",155,30,True,Elderly Hypertension
522,standard_synthetic,edge_user_522,31,female,166,75.4,27.4,endurance,advanced,Pregnancy_T3,,6.5,excellent,6,1.5,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,peanuts,61,60,True,Third Trimester Pregnancy
523,standard_synthetic,edge_user_523,42,other,172,135.0,45.6,fat_loss,advanced,Knee_Arthritis,neck,5.7,excellent,7,2.2,Dumbbells,vegetarian,,113,20,True,Severe Obesity
524,standard_synthetic,edge_user_524,22,female,168,41.0,14.5,fat_loss,intermediate,Glaucoma,,5.3,poor,4,3.9,"Barbell,Dumbbells,Pull-Up Bar",vegan,,183,30,True,Anorexia Refusal Risk
525,standard_synthetic,edge_user_525,26,male,183,96.0,28.7,muscle_gain,advanced,,shoulder,7.2,poor,2,3.9,"Barbell,Dumbbells",omnivore,,169,30,True,Athlete Shoulder Injury
526,standard_synthetic,edge_user_526,38,female,155,58.4,24.3,endurance,beginner,Diabetes_T2,lower_back,7.3,good,9,3.8,Resistance Bands,low_carb,,167,90,True,Diabetic Marathon Runner
527,standard_synthetic,edge_user_527,29,male,161,89.8,34.6,muscle_gain,beginner,,,7.4,fair,10,2.4,Dumbbells,vegetarian,"peanuts,dairy",138,20,True,Vegetarian Peanut Allergy
528,standard_synthetic,edge_user_528,45,other,171,64.0,21.9,endurance,advanced,"Glaucoma,Knee_Arthritis",,4.0,fair,9,3.1,Resistance Bands,vegan,,125,20,True,Sleep Deprived Executive
529,standard_synthetic,edge_user_529,55,other,187,73.4,21.0,rehabilitation,advanced,,"knee,lower_back",6.0,good,2,2.8,Bodyweight Only,vegetarian,"soy,dairy",114,20,True,Surgery Recovery
530,standard_synthetic,edge_user_530,,female,,,18.3,fat_loss,intermediate,Osteoporosis,,8.8,poor,3,2.8,Resistance Bands,low_carb,,155,20,True,Missing Data Profile
531,standard_synthetic,edge_user_531,68,other,191,84.3,23.1,maintenance,intermediate,Hypertension,,5.7,excellent,8,3.0,Resistance Bands,vegetarian,dairy,161,30,True,Elderly Hypertension
532,standard_synthetic,edge_user_532,31,female,164,63.9,23.8,rehabilitation,intermediate,Pregnancy_T3,wrist,7.8,fair,8,4.0,Bodyweight Only,low_carb,"dairy,gluten",103,45,True,Third Trimester Pregnancy
533,standard_synthetic,edge_user_533,42,female,172,135.0,45.6,fat_loss,advanced,Knee_Arthritis,,5.3,fair,2,1.9,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,103,90,True,Severe Obesity
534,standard_synthetic,edge_user_534,22,female,168,41.0,14.5,fat_loss,advanced,"Asthma,Knee_Arthritis",,5.5,poor,10,2.0,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,166,45,True,Anorexia Refusal Risk
535,standard_synthetic,edge_user_535,26,male,188,90.8,25.7,rehabilitation,advanced,,shoulder,5.7,good,3,2.8,"Barbell,Dumbbells",high_protein,,156,60,True,Athlete Shoulder Injury
536,standard_synthetic,edge_user_536,38,male,162,75.2,28.7,endurance,beginner,Diabetes_T2,,5.0,excellent,4,3.8,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,188,90,True,Diabetic Marathon Runner
537,standard_synthetic,edge_user_537,29,male,155,87.7,36.5,muscle_gain,intermediate,,,6.4,poor,7,2.7,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"peanuts,dairy",161,30,True,Vegetarian Peanut Allergy
538,standard_synthetic,edge_user_538,45,female,186,48.3,14.0,maintenance,intermediate,Osteoporosis,,4.0,fair,9,3.5,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,198,20,True,Sleep Deprived Executive
539,standard_synthetic,edge_user_539,55,male,177,93.6,29.9,rehabilitation,intermediate,,"knee,lower_back",5.2,excellent,7,3.4,"Barbell,Dumbbells,Pull-Up Bar",vegan,,200,30,True,Surgery Recovery
540,standard_synthetic,edge_user_540,,female,,,17.9,fat_loss,intermediate,,,8.0,excellent,9,3.3,Bodyweight Only,vegan,,58,20,True,Missing Data Profile
541,standard_synthetic,edge_user_541,68,male,164,75.5,28.1,maintenance,intermediate,Hypertension,,8.9,poor,7,2.7,Resistance Bands,high_protein,,51,30,True,Elderly Hypertension
542,standard_synthetic,edge_user_542,31,female,164,92.8,34.5,maintenance,advanced,Pregnancy_T3,,6.0,excellent,4,2.7,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,186,30,True,Third Trimester Pregnancy
543,standard_synthetic,edge_user_543,42,male,172,135.0,45.6,muscle_gain,beginner,Knee_Arthritis,,6.7,fair,2,3.7,Bodyweight Only,high_protein,,164,45,True,Severe Obesity
544,standard_synthetic,edge_user_544,22,female,168,41.0,14.5,fat_loss,intermediate,,,5.4,good,5,3.9,Bodyweight Only,vegan,,111,20,True,Anorexia Refusal Risk
545,standard_synthetic,edge_user_545,26,male,155,62.3,25.9,rehabilitation,advanced,Knee_Arthritis,shoulder,6.7,good,8,2.4,"Barbell,Dumbbells",vegetarian,,54,20,True,Athlete Shoulder Injury
546,standard_synthetic,edge_user_546,38,other,163,61.9,23.3,endurance,intermediate,Diabetes_T2,,6.0,good,4,3.0,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,63,90,True,Diabetic Marathon Runner
547,standard_synthetic,edge_user_547,29,male,192,103.6,28.1,fat_loss,beginner,Knee_Arthritis,,8.8,good,5,3.3,Dumbbells,vegetarian,"peanuts,dairy",69,20,True,Vegetarian Peanut Allergy
548,standard_synthetic,edge_user_548,45,male,181,84.8,25.9,fat_loss,intermediate,,ankle,4.0,excellent,9,3.8,"Barbell,Dumbbells,Pull-Up Bar",vegan,"gluten,dairy",183,20,True,Sleep Deprived Executive
549,standard_synthetic,edge_user_549,55,other,173,49.9,16.7,rehabilitation,intermediate,,"knee,lower_back",7.7,poor,3,2.6,Bodyweight Only,low_carb,,129,60,True,Surgery Recovery
550,standard_synthetic,edge_user_550,,other,,,19.7,fat_loss,intermediate,,,7.0,good,5,3.6,Resistance Bands,omnivore,,171,20,True,Missing Data Profile
551,standard_synthetic,edge_user_551,68,male,157,84.0,34.1,maintenance,beginner,Hypertension,,7.6,fair,4,2.8,"Barbell,Dumbbells,Pull-Up Bar",omnivore,"gluten,peanuts",191,30,True,Elderly Hypertension
552,standard_synthetic,edge_user_552,31,female,160,87.7,34.3,rehabilitation,intermediate,Pregnancy_T3,,6.3,poor,1,3.6,Dumbbells,omnivore,,75,45,True,Third Trimester Pregnancy
553,standard_synthetic,edge_user_553,42,male,172,135.0,45.6,endurance,beginner,Knee_Arthritis,lower_back,6.3,fair,10,3.1,Bodyweight Only,vegan,dairy,144,30,True,Severe Obesity
554,standard_synthetic,edge_user_554,22,female,168,41.0,14.5,fat_loss,beginner,,,7.3,fair,5,1.6,Dumbbells,vegan,,130,90,True,Anorexia Refusal Risk
555,standard_synthetic,edge_user_555,26,male,164,63.2,23.5,rehabilitation,advanced,,shoulder,7.9,poor,10,1.7,"Barbell,Dumbbells",vegetarian,,58,20,True,Athlete Shoulder Injury
556,standard_synthetic,edge_user_556,38,other,163,58.4,22.0,endurance,beginner,Diabetes_T2,,8.8,poor,9,3.3,Resistance Bands,vegetarian,,81,90,True,Diabetic Marathon Runner
557,standard_synthetic,edge_user_557,29,female,183,82.2,24.5,rehabilitation,advanced,,,6.1,poor,1,3.6,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"peanuts,dairy",105,20,True,Vegetarian Peanut Allergy
558,standard_synthetic,edge_user_558,45,other,164,48.1,17.9,maintenance,advanced,,,4.0,excellent,9,2.7,"Barbell,Dumbbells,Pull-Up Bar",vegan,,56,20,True,Sleep Deprived Executive
559,standard_synthetic,edge_user_559,55,female,194,62.0,16.5,rehabilitation,intermediate,,"knee,lower_back",7.1,fair,7,1.9,Resistance Bands,low_carb,dairy,103,45,True,Surgery Recovery
560,standard_synthetic,edge_user_560,,male,,,26.0,fat_loss,intermediate,"Diabetes_T2,Glaucoma",,5.6,excellent,8,3.5,"Barbell,Dumbbells,Pull-Up Bar",low_carb,"dairy,gluten",139,45,True,Missing Data Profile
561,standard_synthetic,edge_user_561,68,male,175,104.8,34.2,endurance,intermediate,Hypertension,,7.8,excellent,10,3.5,Resistance Bands,vegan,,197,30,True,Elderly Hypertension
562,standard_synthetic,edge_user_562,31,female,190,68.9,19.1,fat_loss,advanced,Pregnancy_T3,,7.9,fair,2,2.1,"Barbell,Dumbbells,Pull-Up Bar",vegan,soy,34,45,True,Third Trimester Pregnancy
563,standard_synthetic,edge_user_563,42,other,172,135.0,45.6,maintenance,intermediate,Knee_Arthritis,,5.6,excellent,4,2.0,Dumbbells,vegetarian,dairy,65,20,True,Severe Obesity
564,standard_synthetic,edge_user_564,22,female,168,41.0,14.5,fat_loss,advanced,Glaucoma,,8.5,poor,3,2.4,"Barbell,Dumbbells,Pull-Up Bar",vegan,peanuts,49,20,True,Anorexia Refusal Risk
565,standard_synthetic,edge_user_565,26,other,164,80.1,29.8,maintenance,advanced,,shoulder,6.6,good,8,3.5,"Barbell,Dumbbells",omnivore,,58,30,True,Athlete Shoulder Injury
566,standard_synthetic,edge_user_566,38,male,157,87.2,35.4,endurance,advanced,Diabetes_T2,,8.8,excellent,9,3.3,Resistance Bands,low_carb,,158,90,True,Diabetic Marathon Runner
567,standard_synthetic,edge_user_567,29,other,182,87.1,26.3,muscle_gain,advanced,,,5.8,poor,4,2.5,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"peanuts,dairy",152,45,True,Vegetarian Peanut Allergy
568,standard_synthetic,edge_user_568,45,other,180,82.7,25.5,maintenance,beginner,,wrist,4.0,good,9,3.4,Resistance Bands,vegetarian,,91,20,True,Sleep Deprived Executive
569,standard_synthetic,edge_user_569,55,male,161,62.9,24.3,rehabilitation,advanced,,"knee,lower_back",8.7,fair,5,1.7,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,153,20,True,Surgery Recovery
570,standard_synthetic,edge_user_570,,male,,,40.0,fat_loss,advanced,,,5.8,excellent,6,3.9,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,134,90,True,Missing Data Profile
571,standard_synthetic,edge_user_571,68,male,164,61.1,22.7,muscle_gain,beginner,Hypertension,,7.7,poor,2,3.9,Dumbbells,vegan,gluten,197,30,True,Elderly Hypertension
572,standard_synthetic,edge_user_572,31,female,187,69.7,19.9,maintenance,intermediate,Pregnancy_T3,,7.5,excellent,1,3.7,Bodyweight Only,vegan,,83,90,True,Third Trimester Pregnancy
573,standard_synthetic,edge_user_573,42,other,172,135.0,45.6,rehabilitation,beginner,Knee_Arthritis,,7.0,excellent,6,1.9,Resistance Bands,vegan,gluten,47,45,True,Severe Obesity
574,standard_synthetic,edge_user_574,22,female,168,41.0,14.5,fat_loss,beginner,,lower_back,8.9,excellent,1,2.4,Resistance Bands,high_protein,"gluten,dairy",134,90,True,Anorexia Refusal Risk
575,standard_synthetic,edge_user_575,26,other,183,63.4,18.9,rehabilitation,advanced,Pregnancy_T3,shoulder,6.1,poor,10,3.9,"Barbell,Dumbbells",vegan,,173,20,True,Athlete Shoulder Injury
576,standard_synthetic,edge_user_576,38,male,173,76.9,25.7,endurance,advanced,Diabetes_T2,shoulder,5.4,excellent,8,3.1,Bodyweight Only,vegetarian,,51,90,True,Diabetic Marathon Runner
577,standard_synthetic,edge_user_577,29,other,180,80.3,24.8,rehabilitation,intermediate,,,5.9,excellent,2,2.2,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"peanuts,dairy",69,60,True,Vegetarian Peanut Allergy
578,standard_synthetic,edge_user_578,45,male,168,74.4,26.4,maintenance,intermediate,,,4.0,fair,9,2.0,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,99,20,True,Sleep Deprived Executive
579,standard_synthetic,edge_user_579,55,other,160,54.0,21.1,rehabilitation,advanced,,"knee,lower_back",5.9,good,3,3.6,"Barbell,Dumbbells,Pull-Up Bar",high_protein,soy,117,45,True,Surgery Recovery
580,standard_synthetic,edge_user_580,,male,,,32.7,fat_loss,advanced,,,7.3,poor,9,3.5,Dumbbells,vegetarian,soy,200,90,True,Missing Data Profile
581,standard_synthetic,edge_user_581,68,other,175,75.9,24.8,endurance,intermediate,Hypertension,,5.5,excellent,5,2.8,"Barbell,Dumbbells,Pull-Up Bar",high_protein,dairy,62,30,True,Elderly Hypertension
582,standard_synthetic,edge_user_582,31,female,161,49.5,19.1,muscle_gain,advanced,Pregnancy_T3,,6.5,good,4,3.9,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,123,20,True,Third Trimester Pregnancy
583,standard_synthetic,edge_user_583,42,female,172,135.0,45.6,maintenance,intermediate,Knee_Arthritis,,8.3,excellent,9,3.9,Resistance Bands,vegetarian,"soy,dairy",75,60,True,Severe Obesity
584,standard_synthetic,edge_user_584,22,female,168,41.0,14.5,fat_loss,advanced,,,6.1,poor,2,3.5,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,196,20,True,Anorexia Refusal Risk
585,standard_synthetic,edge_user_585,26,other,161,68.8,26.5,fat_loss,advanced,Diabetes_T2,shoulder,6.2,excellent,4,2.1,"Barbell,Dumbbells",low_carb,,127,20,True,Athlete Shoulder Injury
586,standard_synthetic,edge_user_586,38,male,162,75.8,28.9,endurance,intermediate,Diabetes_T2,,8.1,good,5,3.7,Resistance Bands,omnivore,soy,136,90,True,Diabetic Marathon Runner
587,standard_synthetic,edge_user_587,29,male,157,60.7,24.6,maintenance,beginner,,,8.8,excellent,4,2.9,Bodyweight Only,vegetarian,"peanuts,dairy",187,60,True,Vegetarian Peanut Allergy
588,standard_synthetic,edge_user_588,45,male,182,65.8,19.9,muscle_gain,intermediate,Asthma,,4.0,fair,9,1.8,Bodyweight Only,omnivore,,171,20,True,Sleep Deprived Executive
589,standard_synthetic,edge_user_589,55,female,160,51.9,20.3,rehabilitation,advanced,,"knee,lower_back",7.8,poor,10,2.5,Dumbbells,high_protein,,192,45,True,Surgery Recovery
590,standard_synthetic,edge_user_590,,male,,,25.7,fat_loss,advanced,,,5.2,poor,3,3.1,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,soy,147,90,True,Missing Data Profile
591,standard_synthetic,edge_user_591,68,male,164,72.7,27.0,endurance,beginner,Hypertension,,7.0,poor,7,1.7,"Barbell,Dumbbells,Pull-Up Bar",vegan,dairy,137,30,True,Elderly Hypertension
592,standard_synthetic,edge_user_592,31,female,183,82.0,24.5,rehabilitation,advanced,Pregnancy_T3,,7.4,poor,2,3.9,Resistance Bands,high_protein,,187,90,True,Third Trimester Pregnancy
593,standard_synthetic,edge_user_593,42,other,172,135.0,45.6,rehabilitation,beginner,Knee_Arthritis,,7.1,fair,4,3.7,"Barbell,Dumbbells,Pull-Up Bar",vegan,,37,45,True,Severe Obesity
594,standard_synthetic,edge_user_594,22,female,168,41.0,14.5,fat_loss,advanced,"Osteoporosis,Asthma",,6.2,excellent,7,2.8,Bodyweight Only,vegan,"gluten,soy",94,30,True,Anorexia Refusal Risk
595,standard_synthetic,edge_user_595,26,male,172,103.3,34.9,muscle_gain,advanced,,shoulder,7.0,excellent,7,3.0,"Barbell,Dumbbells",omnivore,,189,20,True,Athlete Shoulder Injury
596,standard_synthetic,edge_user_596,38,other,182,56.4,17.0,endurance,advanced,Diabetes_T2,knee,6.0,excellent,5,3.0,Resistance Bands,high_protein,,37,90,True,Diabetic Marathon Runner
597,standard_synthetic,edge_user_597,29,male,182,95.6,28.9,maintenance,beginner,,,8.1,poor,1,2.3,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"peanuts,dairy",84,60,True,Vegetarian Peanut Allergy
598,standard_synthetic,edge_user_598,45,other,169,71.6,25.1,fat_loss,advanced,,,4.0,poor,9,3.7,Bodyweight Only,high_protein,,111,20,True,Sleep Deprived Executive
599,standard_synthetic,edge_user_599,55,male,158,96.1,38.5,rehabilitation,beginner,,"knee,lower_back",7.4,excellent,4,2.9,Resistance Bands,vegetarian,,194,90,True,Surgery Recovery
600,standard_synthetic,edge_user_600,,male,,,22.0,fat_loss,beginner,"Hypertension,Osteoporosis",knee,6.9,excellent,5,2.2,Resistance Bands,high_protein,,50,90,True,Missing Data Profile
